paper_id,query,title,abstract,label,query_type,abstract_length,label_length
8549,the impact of poverty on education,"Schooling, tracking, and inequality","Being poor does not only mean that a child has less money and fewer toys. Poverty is pervasive. It affects diet, nutrition, employment, housing, self-concept, and the entire educational experience. Ironically, Americans have always looked to education as a means of breaking the seemingly endless cycle of poverty. But rather than serve as a great ladder carrying all who climb with concerted effort to social and economic equality, current research suggests some educational structures may actually limit opportunities for certain children. This paper focuses on education in American society and how it may influence inequality . It addresses the question of why students from various social classes differ significantly in academic achievement and it critiques the major theoretical explanations for this difference. Finally, it supports the idea that specific educational structures perpetuate the cycle of poverty by determining educational outcomes and limiting the economic life chances of children. One such educational structure, tracking, or separation by ability, is the focus of this paper. Tracking is a reality in the American school system. Considerable research has revealed class, gender, and race biases with less-advantaged children more often placed in the lower tracks. This paper examines tracking on a national and international basis. It explores various processes within the tracks that limit a child's development and, in turn, have an impact on future economic opportunities. In sum, it examines how tracking may perpetuate the endless cycle of poverty.",Tracking in the American school system perpetuates the cycle of poverty by limiting educational outcomes and future economic opportunities for less-advantaged children.,phrase,1580,168.0
10336,does religion impact a country's economy?,Religion and the Shadow Economy,"Religion is increasingly acknowledged to be a cultural dimension which affects economic outcomes in different regards. This contribution focuses on religion's possible impact on the shadow economy. Different dimensions of the religious markets are taken into account. These dimensions refer to the overall degree of religiosity, the specific impact of different religions, religious competition or the proximity between religion and the state. The empirical test makes use of the largest available cross-section on the size of the shadow economy and matches this dataset with numerous religious indicators. Summary measures of general religiosity or indicators of religious competition do not have a measurable impact. However, robust differences emerge across religions. Countries dominated by Islam or Eastern religions are associated with smaller shadow economies compared to Christian countries. Furthermore, the proximity between state and religion matters. Close ties between both are typical for smaller shadow economies. This is in line with the view that religion uses its normative influence to protect state interests if there is a mutually beneficial relationship.","Religion, specifically Islam or Eastern religions, and close ties between state and religion are associated with smaller shadow economies.",question,1176,138.0
12951,how can companies effectively manage their biodiversity impact?,Using conservation science to advance corporate biodiversity accountability,"Biodiversity declines threaten the sustainability of global economies and societies. Acknowledging this, businesses are beginning to make commitments to account for and mitigate their influence on biodiversity and report this in sustainability reports. We assessed the top 100 of the 2016 Fortune 500 Global companies' (the Fortune 100) sustainability reports to gauge the current state of corporate biodiversity accountability. Almost half (49) of the Fortune 100 mentioned biodiversity in reports, and 31 made clear biodiversity commitments, of which only 5 were specific, measureable, and time bound. A variety of biodiversity‐related activities were disclosed (e.g., managing impacts, restoring biodiversity, and investing in biodiversity), but only 9 companies provided quantitative indicators to verify the magnitude of their activities (e.g., area of habitat restored). No companies reported quantitative biodiversity outcomes, making it difficult to determine whether business actions were of sufficient magnitude to address impacts and were achieving positive outcomes for nature. Conservation science can advance approaches to corporate biodiversity accountability by helping businesses make science‐based biodiversity commitments, develop meaningful indicators, and select more targeted activities to address business impacts. With the biodiversity policy super year of 2020 rapidly approaching, now is the time for conservation scientists to engage with and support businesses in playing a critical role in setting the new agenda for a sustainable future for the planet with biodiversity at its heart.","Companies can effectively manage their biodiversity impact by making science-based commitments, developing meaningful indicators, and selecting targeted activities to address their impacts.",question,1613,189.0
17212,effect of cbm on cognitive biases,Modifying cognitive errors promotes cognitive well being: a new approach to bias modification.,"BACKGROUND
Cognitive Bias Modification (CBM) procedures have been used to train individuals to interpret ambiguous information in a negative or benign direction and have provided evidence that negative biases causally contribute to emotional vulnerability.


METHOD
Here we present the development and validation of a new form of CBM designed to manipulate the cognitive errors known to characterize both depression and anxiety. Our manipulation was designed to modify the biased cognitions identified by Beck's cognitive error categories (e.g. arbitrary inference, overgeneralisation) and typically targeted during therapy.


RESULTS
In a later test of spontaneous inferences, unselected (Experiment 1) and vulnerable participants (Experiment 2) who had generated positive alternatives rather than errors perceived novel hypothetical events, their causes and outcomes in a non-distorted manner. These groups were also less vulnerable to two different types of emotional stressor (video clips; and an imagined social situation). Furthermore participants' interpretation of their own performance on a problem-solving task was improved by the manipulation, despite actual performance showing no significant change.


CONCLUSIONS
These findings demonstrate that Cognitive Error Modification can promote positive inferences, reduce vulnerability to stress and improve self-perceptions of performance.","CBM can promote positive inferences, reduce vulnerability to stress, and improve self-perceptions of performance.",phrase,1396,113.0
14873,the challenges faced by vietnamese highschool learners in acquiring english pronunciation and speaki,How to motivate ethnic minority students in secondary and high schools in disadvantaged Northwest area of Vietnam to learn English effectively,"Teaching English for ethnic minority students in remote Northwest area of Vietnam has always been a huge challenge for educators and teachers. With specific difficulties of the Northwestern region such as: the lack of basic learning facilities in rural schools; the majority of the students are ethnic minority people; students need to travel very long distances to school in small and dangerous paths in severe weather conditions and natural disasters all year round. Consequently, students lose learning motivation. This research presents some basic knowledge about motivation and indicates some key factors to motivate ethnic minority students in rural schools in the Northwest of Vietnam to study English effectively.",Motivating ethnic minority students in rural schools in the Northwest of Vietnam to study English effectively is a challenge due to lack of basic learning facilities and difficult travel conditions.,phrase,721,198.0
20222,outcomes of different chronic illness management styles,The nature of informational continuity of care in general practice.,"BACKGROUND
The availability of patient information to practitioners forms the basis of informational continuity of care. Changes in family practice that now encourage multiphysician clinics have meant that informational continuity of care has become crucial because it is likely that a patient will not continuously see the same doctor. Therefore a review of the nature of informational continuity is useful.


AIM
To answer the question 'How is informational continuity developed in general practice?'.


DESIGN OF STUDY
A rigorous systematic review of relevant electronic databases.


METHOD
Databases were searched for articles answering the research question. Articles focused on family medicine and informational continuity of care were included. Data from reviewed articles were independently extracted and reviewed by two researchers. Conceptual and evidence-based articles were included.


RESULTS
Initially, 193 articles were obtained from all five bibliographic databases; 57 were retained following title and abstract review. Of these, 34 articles were included in the final systematic review. Results show that informational continuity of care is developed using paper/electronic records and remembered information collectively, through a series of doctor-patient consultations over time. Obstacles to its development are practitioners not recording patient information and patients not disclosing important details.


CONCLUSION
These findings have implications for newer styles of primary care that may have a negative impact in the successful management of chronic illnesses in particular.","Informational continuity of care is crucial for managing chronic illnesses, but newer primary care styles may negatively impact its development.",phrase,1604,144.0
19493,the relationship between social media use and school performance.,Data Mining Techniques to Analyze the Impact of Social Media on Academic Performance of High School Students,"The main purpose of educational institutions is to provide quality education to their students. However, it is difficult to analyze large data manually. Educational data mining is more effective as compared to statistical methods used to explore data in educational settings to analyze students’ performance. The objective of the study is to use different data mining techniques and find their performance and impact of different features on students’ academic performance. The dataset was collected from the Kaggle repository. To analyze the dataset, different classification algorithms were applied like decision tree, random forest, SVM classifier, SGD classifier, AdaBoost classifier, and LR classifier. This research revealed that random forest achieved a higher score (98%). The score of decision tree, AdaBoost, logistic regression, SVM, and SGD is 90%, 89%, 88%, 86%, and 84%, respectively. Results show that technology greatly influences student performance. The students who use social media throughout the week showed low performance as compared to the students who use it only at weekends. Furthermore, the impact of other features on the performance of students is also measured.",Students who use social media throughout the week show lower academic performance compared to those who use it only on weekends.,question,1192,128.0
4654,what kind education system does america uses and why?,The Enlightenment from the Undertaking Education Curriculum Setting in America,"With the unceasing development of knowledge economy,undertaking education has become the tendency of the reform and development of higher education.American entrepreneurship education characterizes in systematic curriculum system,diverse curriculum form and practical nature.All the characteristics give great enlightenment to our undertaking education system,curriculum and insurance system,etc.","American entrepreneurship education features a systematic curriculum system, diverse curriculum forms, and practical nature.",question,396,124.0
9069,effects of communication of parents to student academic achievement,Quality Matters More Than Quantity: Parent–Child Communication and Adolescents’ Academic Performance,"This study examined the effects of parent–child communication, including the quantitative and qualitative aspects of these communications, on young American adolescents’ academic performance by using an Early Childhood Longitudinal Study-Kindergarten dataset. We considered children’s self-concept a mediator in examining the effects. Structural equation modeling was used for evaluating the model. The results revealed that the quality of parent–child communication was positively associated with these children’s academic performance, and this association can be mediated by the adolescents’ self-concept. However, the quantity of parent–child communication did not show a direct or an indirect association with the adolescents’ academic achievements. These findings suggest that efforts to improve the quality of parent–child communication and to strengthen the connection between high-quality communications and adolescents’ self-concept may benefit young adolescents’ academic development.","Quality of parent-child communication positively affects academic performance, mediated by the adolescents' self-concept.",phrase,994,121.0
23173,impact of great website and social media content,A Comprehensive Study of Data Analytics in Social Perspectives,"Social media websites enable users to create and share content or to participate in social networking. The main advantage of social media is the ability to communicate with different people to share their knowledge and discuss social events. The impact of social media on people and their behavior is enormous and also solves many problems if it works fine. But there may be negative aspects as well when they are exchange their ideas between people of very different cultures, religions, different age group, and misbehavior of a few users. These problems are addressed using data analytics, which takes people context into account, learns from it, and takes proactive steps according to their situation and expectations, avoiding user intervention as much as possible. This chapter presents all possible problems in social media and enabling those scenarios with effective solutions.",Data analytics can address problems in social media by taking people's context into account and proactively adapting to their situation and expectations.,phrase,885,153.0
10797,does better nurse knowledge prevent incidents?,Why Should We Investigate Knowledge Risks Incidents? - Lessons from Four Cases,"In a knowledge-based economy, knowledge has become the most important source for competitive advantage. Thus, organizations spend more attention on the protection of knowledge and also research on knowledge protection has gained increasing attention in the past years. However, knowledge protection research mainly focuses on the design of preventive measures and little is published about real incidents or reactive measures. Learning from failure and from incidents is important to improve current practice. This paper reflects on four cases of real knowledge risk incidents. We discuss ways to prevent or delay knowledge spillovers and the importance of knowing the threats in order to prevent them. In addition to preventive measures, we highlight that companies need to have reactive measures in place. Finally, based on our insights we discuss why analyzing incidents in addition to identified threats is important for practice as well as academia.",Learning from knowledge risk incidents is important to improve current practice and prevent or delay knowledge spillovers.,question,954,122.0
2968,how to enhance the overrun of ice cream?,Application of Potato Protein in Ice Cream,"Based on sensory score,overrun and melting rate,the formulation of a new low-fat high-protein ice cream with partial substitution of milk powder by potato protein concentrate was optimized by one-factor-at-a-time and orthogonal array design methods.It was found that the optimal ice cream formula was milk powder 6%,soft sugar 8%,sodium carboxymethylcellulose(CMC-Na) 0.2%,starch syrup 2%,potato protein concentrate 50%,monostearin 0.3%,gelatin 0.2%,and dextrin 4%.The ice cream obtained presented homogenous and exquisite texture,gentle smooth taste,unique flavor,excellent melting resistance and desired overrun.",Partially substituting milk powder with potato protein concentrate and using the optimal formula can enhance the overrun and melting resistance of ice cream.,question,614,157.0
1865,are covid-19 vaccines effective?,A COMPENDIOUS REVIEW ARTICLE ON COVID-19 VACCINATION,"A COVID-19 vaccine is a vaccine intended to provide acquired immunity aim to severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),
the virus that causes coronavirus disease 2019 (COVID-19). In Phase III trials, several COVID-19 vaccines have demonstrated effectiveness as
high as 95% in preventing symptomatic COVID-19 infections. Almost twenty vaccines have been approved by at least one national regulatory
authority for public use: nine conventional inactivated vaccines, two RNA vaccines, ve viral vector vaccines, and four protein subunit vaccines.
At least nine different technology platforms are doing continuous research and development to create an effective as well as active vaccine against
the deadlier infective disease COVID-19. Our immune system uses numerous tools to defend any kind of infection. Blood contains red blood cells,
carries oxygen to tissues and organs, and white blood cells or immune cells helps to ght to defend infection. Different varieties of white blood cells
defend infections in various ways. COVID-19 vaccines give assistance to our bodies to develop immunity against the coronavirus which causes
COVID-19 without getting illness. It naturally takes few weeks to months after vaccination for the body to produce T-lymphocytes as well as Blymphocytes. Sometimes after vaccination also the process of building immunity can cause symptoms like fever, runny nose etc. These symptoms
are usual indicating that the body is building immunity. After COVID vaccination the chances of getting a Corona infection will be only 10%.
Through all available information, it is known that taking COVID vaccine is very essential.",Several COVID-19 vaccines have demonstrated effectiveness as high as 95% in preventing symptomatic COVID-19 infections.,question,1661,119.0
10736,effects of financial problems during pandemic affecting students need and wants,"Mental Health, Food Insecurity, and Economic Hardship among College Students during the COVID-19 Pandemic.","The mental health crisis among college students has become one of the most pressing issues, especially during the pandemic. Researchers discuss food insecurity as one of the leading causes of mental distress. The onset and continued impacts of the COVID-19 pandemic appear to compound food insecurity, economic hardship, and mental health. This study aims to understand the mental health of college students in relation to food insecurity and financial struggles to meet basic living expenses and debts during the pandemic. Authors collected survey data from college students in a public urban university in 2020 and conducted a multiple regression (N = 375). Evidence indicated that mental health became significantly worse after the pandemic onset. Mental health was significantly associated with food insecurity and multiple economic hardships, controlling for prepandemic mental health and other characteristics. The findings affirm that food insecurity and dire levels of economic hardship have devastating effects on the mental health of young adults. The article highlights the long-term implications of mental health affected by basic needs insecurity and the emergent need for integrated services and university-community partnerships.","Mental health among college students worsened during the pandemic, significantly associated with food insecurity and multiple economic hardships.",phrase,1244,145.0
7407,does artificial intelligence affect recruitment processes?,Even good bots fight: The case of Wikipedia,"In recent years, there has been a huge increase in the number of bots online, varying from Web crawlers for search engines, to chatbots for online customer service, spambots on social media, and content-editing bots in online collaboration communities. The online world has turned into an ecosystem of bots. However, our knowledge of how these automated agents are interacting with each other is rather poor. Bots are predictable automatons that do not have the capacity for emotions, meaning-making, creativity, and sociality and it is hence natural to expect interactions between bots to be relatively predictable and uneventful. In this article, we analyze the interactions between bots that edit articles on Wikipedia. We track the extent to which bots undid each other’s edits over the period 2001–2010, model how pairs of bots interact over time, and identify different types of interaction trajectories. We find that, although Wikipedia bots are intended to support the encyclopedia, they often undo each other’s edits and these sterile “fights” may sometimes continue for years. Unlike humans on Wikipedia, bots’ interactions tend to occur over longer periods of time and to be more reciprocated. Yet, just like humans, bots in different cultural environments may behave differently. Our research suggests that even relatively “dumb” bots may give rise to complex interactions, and this carries important implications for Artificial Intelligence research. Understanding what affects bot-bot interactions is crucial for managing social media well, providing adequate cyber-security, and designing well functioning autonomous vehicles.","Bots may give rise to complex interactions, which carries important implications for Artificial Intelligence research and its applications.",question,1641,139.0
633,is sucralose-6-acetate genotoxic,Study on the synthesis of sucrose-6-acetate catalyzed by fructosyltransferase from Aspergillus oryzae.,"The study had mainly investigated the synthesis of sucrose-6-acetate (s-6-a) in fructosyltransferase action. The synthesis reaction of s-6-a was performed between sucrose and glucose-6-acetate (g-6-a), and identified by high performance liquid chromatography (HPLC). According to the reaction of s-6-a catalyzed by fructosyltransferase from Aspergillus oryzae, the effect factors of reaction, such as the ratio of g-6-a to sucrose, temperature, time, pH, substrate and enzyme concentration in the reaction, were investigated. All results indicated that the fructosyltransferase could catalyze the s-6-a synthesis, and the optimal conditions of fructosyltransferase in reaction were 50°C, pH 6.2, 48h reaction time, 60% sucrose, 1:3 ratio of g-6-a to sucrose and 4.0mg/L concentration of enzyme. This study plays the important role in sucralose synthesis, because it is very cumbersome in the reported methods.","The study focused on the synthesis of sucrose-6-acetate, not its genotoxicity.",question,909,78.0
11246,Do corporations shape policy outcomes?,"International Law and the Superpowers: Normative Order in a Divided World . By Dore Isaak I.. (New Brunswick, N.J.: Rutgers University Press, 1984. Pp. xiv + 202. $30.00.)","tion and cooperation within a structured and politicized market that shapes their choice of actions. The Problems of Policy criticizes regime analyses that try to explain major international outcomes in terms of the power of the world's leading country or hegemone. Cowhey nicely pinpoints the political reductionism of this perspective that places undue weight on the political and the structural to the detriment of the dynamic process of constant mutual adjustment that is the hallmark of markets. Cowhey also takes on neoclassical economic assumptions about the primacy of efficiency and automatic adjustments of profit-maximizing firms in markets. Instead, he finds that actual oil market outcomes vary from what the economic model would predict. How should we account for the variance? The author explains these outcomes, unanticipated by the pure economic or the pure political models, by showing us how politics shapes market structure (the number of firms and their market shares) and the way market structures mold the subsequent choices—or ""International Management Strategies""—of commercial firms and states acting as individuals and within coalitions. The mental image here of constant mutual adjustment among public and private actors is quite different from the more purposeful, directed, and dominant actor perspective that we associate with international regimes.",The oil market's outcomes are shaped by politics influencing market structure and the subsequent choices of firms and states.,question,1380,125.0
11237,psychiatric benefits of intermittent fasting,The Health-Promoting Effects and the Mechanism of Intermittent Fasting,"Intermittent fasting (IF) is an eating pattern in which individuals go extended periods with little or no energy intake after consuming regular food in intervening periods. IF has several health-promoting effects. It can effectively reduce weight, fasting insulin levels, and blood glucose levels. It can also increase the antitumor activity of medicines and cause improvement in the case of neurological diseases, such as memory deficit, to achieve enhanced metabolic function and prolonged longevity. Additionally, IF activates several biological pathways to induce autophagy, encourages cell renewal, prevents cancer cells from multiplying and spreading, and delays senescence. However, IF has specific adverse effects and limitations when it comes to people of a particular age and gender. Hence, a more systematic study on the health-promoting effects and safety of IF is needed. This article reviewed the research on the health-promoting effects of IF, providing a theoretical basis, direction for subsequent basic research, and information related to the clinical application of IF.","Intermittent fasting can cause improvement in neurological diseases, such as memory deficit, and enhance metabolic function and longevity.",phrase,1089,138.0
4186,does angiopoietin-2 promotes angiogenesis or disrupts microvasculature?,Induction of Angiogenesis and Modulation of Vascular Endothelial Growth Factor Receptor-2 by Simvastatin After Traumatic Brain Injury,"BACKGROUND:Our previous studies demonstrated that simvastatin reduced neuronal death, increased neurogenesis, and promoted functional recovery after traumatic brain injury (TBI). OBJECTIVE:To investigate the effect of simvastatin on angiogenesis after TBI and the related signaling pathways. METHODS:Saline or simvastatin (1 mg/kg) was administered orally to rats starting at day 1 after TBI or sham surgery and then daily for 14 days. Rats were sacrificed at 3 and 14 days after treatment. Brain sections and tissues were prepared for immunohistochemical staining, enzyme-linked immunosorbent assay, and Western blot analysis. Cultured rat brain microvascular endothelial cells were subjected to oxygen-glucose deprivation followed by immunocytochemical staining with phallotoxins and vascular endothelial growth factor receptor-2 (VEGFR-2). Western blot analysis was carried out to examine the simvastatin-induced activation of the v-akt murine thymoma viral oncogene homolog (Akt) signaling pathway. The expression of VEGFR-2 was detected by enzyme-linked immunosorbent assay. RESULTS:Simvastatin significantly increased the length of vascular perimeter, promoted the proliferation of endothelial cells, and improved the sensorimotor function after TBI. Simvastatin stimulated endothelial cell tube formation after oxygen-glucose deprivation in vitro. VEGFR-2 expression in both brain tissues and cultured rat brain microvascular endothelial cells was enhanced after simvastatin treatment, which may be modulated by activation of Akt. Akt-dependent endothelial nitric oxide synthase phosphorylation was also induced by simvastatin in vivo and in vitro. CONCLUSION:Simvastatin augments TBI-induced angiogenesis in the lesion boundary zone and hippocampus and improves functional recovery. Simvastatin also promotes angiogenesis in vitro. These beneficial effects on angiogenesis may be related to simvastatin-induced activation of the VEGFR-2/Akt/endothelial nitric oxide synthase signaling pathway.","Simvastatin augments TBI-induced angiogenesis and improves functional recovery, possibly through activation of the VEGFR-2/Akt/endothelial nitric oxide synthase signaling pathway.",question,2001,179.0
21747,does fantasy in children's fantasy fiction translate to the reader's reality,"Contemporary fantasy fiction and representations of religion: playing with reality, myth and magic in His Dark Materials and Harry Potter","Often fiction and religion have been seen as separate moments or genres, but recent encounters between the two fields – such as fiction-based religions or religious controversies with regard to works of fiction – show that a thorough discussion of the religious in the fictional and the fictional in the religious is important. It may be consequential for what we understand religion to be in the study of religions today. The fantasy genre, with its other worlds, magic and superhuman characters, is extremely successful in contemporary Western popular culture. This article discusses the genre of fantasy fiction and analyses how selected examples of contemporary fantasy fiction represent and mediate religion. It argues that fantasy fiction both reflects and forms religious interests and religious fascination in contemporary society, and, in combination with the related new virtual worlds of the supernatural, fantasy fiction, that it provides sites for exploration of religion. This article is not a study of new religious movements, or of locating and analysing classically religious practitioners who use fantasy fiction in religions. Rather, the author seeks to understand the current pervasive presence of religion in fantasy fiction, and to discuss its significance in contemporary Western societies, as well as its implications for the understanding of religion. The author suggests that we should acknowledge, to a greater degree, the extent to which religion can be mixed with commerce, titillating entertainment, shared emotions, and everyday concerns. In addition, the author suggests that we should make more room for partial and shifting religious engagements in religion, and acknowledge a place, in the category of religion, for supernatural popular culture. The current fantasy popularity surge indicates not only a weakening of institutionalised religions, but also of the importance of belief and absolute truth claims in religion, and instead we see an increased visibility of ‘the religious’ and shifting and partial forms of religion in the West.","Fantasy fiction both reflects and forms religious interests and religious fascination in contemporary society, providing sites for exploration of religion.",question,2074,155.0
7736,social media in reducing inequalities in accessing stem education,Integrating Social Media Platforms in Construction Education to Increase Student Engagement,"This study evaluates the integration of Social Media (SM) as an informal pedagogical tool to support STEM, by fostering engagement and increasing interactional competency and collaborative skills. Construction engineering education has been plagued with low engagement levels partially due to its timeworn pedagogical means and ineffective use of technology. SM platforms are convenient, and effective informal educational means that encourage engagement and interactions between peers. Nowadays, construction programs are shifting to online educational forms and this research is geared to understand the interactions between student bodies within different instructional forms. This study focuses on assessing the impact of SM related activities on students’ engagement and professional skills by integration it within Construction Management (CM) courses. The novel contribution of this research is to study the benefit of integrating SM not only for increasing student engagement but also effective communication between online and face to face CM students as well as their soft skill development. This research initiative presents paired t-test and box plots with line plots from pre and post-course surveys of 75 students. Finally, this paper highlights the challenges and lessons learned along with recommendations for transferring this pedagogy to other institutions.","Integrating social media in construction education increased student engagement, interactional competency, and collaborative skills in STEM.",phrase,1375,140.0
7823,does universal basic income lead to better health outcomes?,Economic inequality and population health: looking beyond aggregate indicators.,"This paper studies the sensitivity of various health indicators to income inequality as measured by regional Gini coefficients, using individual microdata from Finland over the period 1993-2005. There is no overall association between income and health at the regional level. We discovered that, among men, there are no significant associations between income inequality and several measures of health status. Among women or among both sexes combined, there are some indications of associations in the predicted direction between income inequality and physical health, disability retirement, sick leave, and consumption of medicines, but none are robust to different model specifications. Only among the population aged less than 30 there is some indication that mental health is associated with inequality. Our findings confirm that income inequality in small populations (not large enough to measure the overall class pyramid of the society) is often immaterial for health outcomes.","Income inequality in small populations is often immaterial for health outcomes, with no overall association between income and health at the regional level.",question,984,156.0
23481,is human germline genome editing ethical?,A Virtuous Appraisal of Heritable Genome Editing,"The ethics of heritable genome editing (HGE), or germline engineering, are currently being debated vigorously among scientists and bioethicists, and the Catholic Church has declared the procedure to be morally illicit. While these judgments are based mostly on the justice and consequences of the act, a fruitful approach is to consider HGE from the perspective of the virtuous Christian. This article examines participation in HGE according to the virtues of charity, justice, hope, faith, fortitude, temperance, and prudence. HGE does not appear to be consonant with the virtuous life of a Christian person. Summary: The article evaluates heritable genome editing (HGE or genetic engineering of embryos) according to the Christian virtues of charity, justice, hope, faith, fortitude, temperance, and prudence. HGE does not seem to be consonant with the virtuous life of a Christian person.",Heritable genome editing (HGE) does not appear to be consonant with the virtuous life of a Christian person.,question,891,108.0
6135,can you choose your stress response?,Automatic and effortful emotional information processing regulates different aspects of the stress response,"There is increasing evidence that stress and self-regulation are important factors in the development and treatment of psychopathology. A key issue is to determine how cognitive-emotional systems modulate the stress response. We sought to determine whether effortful and automatic processing were differentially associated with subsequent mood and cortisol levels during a stressful challenge. We examined this question by having clinically anxious, depressed, and control participants perform a modified spatial cueing task with supraliminal and masked pictorial stimuli during a stressful challenge and control condition. The stressful challenge, relative to the control condition, lowered mood, but did not influence cortisol levels. In the full sample, disengagement from supraliminal dysphoric pictures was associated with subsequent mood ratings, whereas disengagement from masked pictures depicting threat was associated with subsequent cortisol levels. Effortful and automatic processing appears to regulate different aspects of the stress response.","Effortful and automatic processing regulate different aspects of the stress response, influencing mood and cortisol levels respectively.",question,1057,136.0
10231,can generative ai improve the banking sector?,How AI Is Transforming Financial Services,"Finance and traditional banking is an industry which is historically data-rich although not so much data-driven. AI is affecting the sector in several ways, ranging from financial wellness to financial security, capital markets, and even money transfer. But above all AI is forcing the financial services players to innovate and to look for alternative solutions to old problems.","AI is transforming the financial services sector by encouraging innovation and offering alternative solutions to old problems in areas like financial wellness, security, capital markets, and money transfers.",question,379,207.0
14937,what are the most effective treatments of tennis elbow,Tennis elbow.,"Tennis elbow is a condition where you have pain on the outer side of the elbow. It is often caused by overuse strain, causing damage of tendons around your elbow. In many people, symptoms improve over time just by stopping activities that bring on the symptoms. Studies have not yet confirmed the best way to treat tennis elbow. Painkillers may help to ease the pain until the condition improves. A steroid injection may also ease pain in the short term. However, the pain often returns. Physiotherapy is another treatment option. Other treatments are sometimes used if symptoms persist.","There is no confirmed best treatment for tennis elbow, but painkillers, steroid injections, and physiotherapy are options to ease pain and manage symptoms.",question,587,155.0
5449,people treatment of choice on hypertension,[Manifestations in cardiovascular organs of essential hypertension-- possibilities of directed therapy and prevention].,"Effective treatment of hypertension with permanent achievement of normal blood pressure readings is the most effective prevention of organ manifestations of hypertension. Treatment must, however, affect also other risk factors, in particular hyperlipoproteinaemia, smoking and diabetes. Treatment of hypertension is individually adjusted and depends on: a) age, b) the presence of complications of hypertension and c) the presence of associated diseases. In elderly hypertensive patients small doses of diuretics and beta-blockers are the drugs of choice. The most frequent complication of hypertension is hypertrophy of the heart and IHD. The drug of choice in patients with IHD, and in particular in patients after myocardial infarction, are beta-blockers, in patients with cardiac hypertrophy which substantially influences the prognosis in an adverse way ACE inhibitors are recommended. In patients with cardiac failure as well as in patients with asymptomatic dysfunction of the left ventricle the drugs of choice are ACE inhibitors. The author indicates therapeutic approaches used in the most frequent associated diseases--diabetes and hyperlipoproteinaemia.","For elderly hypertensive patients, small doses of diuretics and beta-blockers are the treatment of choice.",phrase,1165,106.0
18039,what are the effects of obesity on pregnancy,Excessive Weight Gain in Pregnancy and Postpartum Weight Retention: a Comprehensive View on the Topic,"More than a decade ago, World Health Organization declared that obesity had reached epidemic proportions [1]. It’s uninamous that this condition has a multifactorial etiology and the excessive amount of weight gained in pregnancy and postpartum retention have been studied as potential contributors. Excessive weight during pregnancy can also affect the health of the mother and her infant. Consequences for the mother include increased risk for hypertension, gestational diabetes, complications during labor and unsucessful breastfeeding; for the fetus it can cause stillbirth, newborns large for gestational age and possibly higher body mass index at older ages [2].","Excessive weight during pregnancy increases risks for the mother, such as hypertension and gestational diabetes, and for the fetus, such as stillbirth and higher body mass index at older ages.",question,668,192.0
